id_pdl,date,consommation_kwh,zone
PDL-000089,2024-07-06,37.84,Bourg-Ancien
PDL-000089,2024-07-07,33.06,Bourg-Ancien
PDL-000089,2024-07-08,56.54,Bourg-Ancien
PDL-000089,2024-07-09,54.22,Bourg-Ancien
PDL-000089,2024-07-10,59.47,Bourg-Ancien
PDL-000089,2024-07-11,59.27,Bourg-Ancien
PDL-000089,2024-07-12,64.51,Bourg-Ancien
PDL-000089,2024-07-13,36.27,Bourg-Ancien
PDL-000089,2024-07-14,29.98,Bourg-Ancien
PDL-000089,2024-07-15,52.42,Bourg-Ancien
PDL-000089,2024-07-16,63.3,Bourg-Ancien
PDL-000089,2024-07-17,58.61,Bourg-Ancien
PDL-000089,2024-07-18,53.55,Bourg-Ancien
PDL-000089,2024-07-19,52.04,Bourg-Ancien
PDL-000089,2024-07-20,31.46,Bourg-Ancien
PDL-000089,2024-07-21,36.53,Bourg-Ancien
PDL-000089,2024-07-22,68.67,Bourg-Ancien
PDL-000089,2024-07-23,56.98,Bourg-Ancien
PDL-000089,2024-07-24,54.3,Bourg-Ancien
PDL-000089,2024-07-25,63.72,Bourg-Ancien
PDL-000089,2024-07-26,59.36,Bourg-Ancien
PDL-000089,2024-07-27,39.81,Bourg-Ancien
PDL-000089,2024-07-28,31.3,Bourg-Ancien
PDL-000089,2024-07-29,61.56,Bourg-Ancien
PDL-000089,2024-07-30,62.39,Bourg-Ancien
PDL-000089,2024-07-31,49.77,Bourg-Ancien
PDL-000089,2024-08-01,62.52,Bourg-Ancien
PDL-000089,2024-08-02,62.59,Bourg-Ancien
PDL-000089,2024-08-03,28.58,Bourg-Ancien
PDL-000089,2024-08-04,36.35,Bourg-Ancien
PDL-000089,2024-08-05,61.05,Bourg-Ancien
PDL-000089,2024-08-06,61.97,Bourg-Ancien
PDL-000089,2024-08-07,53.45,Bourg-Ancien
PDL-000089,2024-08-08,62.52,Bourg-Ancien
PDL-000089,2024-08-09,52.31,Bourg-Ancien
PDL-000089,2024-08-10,34.98,Bourg-Ancien
PDL-000089,2024-08-11,35.97,Bourg-Ancien
PDL-000089,2024-08-12,68.04,Bourg-Ancien
PDL-000089,2024-08-13,56.09,Bourg-Ancien
PDL-000089,2024-08-14,62.44,Bourg-Ancien
PDL-000089,2024-08-15,54.05,Bourg-Ancien
PDL-000089,2024-08-16,52.85,Bourg-Ancien
PDL-000089,2024-08-16,52.85,Bourg-Ancien
PDL-000089,2024-08-17,35.15,Bourg-Ancien
PDL-000089,2024-08-18,32.7,Bourg-Ancien
PDL-000089,2024-08-19,64.76,Bourg-Ancien
PDL-000089,2024-08-20,66.49,Bourg-Ancien
PDL-000089,2024-08-21,61.55,Bourg-Ancien
PDL-000089,2024-08-22,56.92,Bourg-Ancien
PDL-000089,2024-08-23,64.66,Bourg-Ancien
PDL-000089,2024-08-24,29.04,Bourg-Ancien
PDL-000089,2024-08-25,33.2,Bourg-Ancien
PDL-000089,2024-08-26,57.77,Bourg-Ancien
PDL-000089,2024-08-27,56.79,Bourg-Ancien
PDL-000089,2024-08-28,58.35,Bourg-Ancien
PDL-000089,2024-08-29,61.06,Bourg-Ancien
PDL-000089,2024-08-30,57.25,Bourg-Ancien
PDL-000089,2024-08-31,27.83,Bourg-Ancien
PDL-000089,2024-09-01,32.79,Bourg-Ancien
PDL-000089,2024-09-02,57.28,Bourg-Ancien
PDL-000089,2024-09-03,59.09,Bourg-Ancien
PDL-000089,2024-09-04,56.66,Bourg-Ancien
PDL-000089,2024-09-05,66.76,Bourg-Ancien
PDL-000089,2024-09-06,60.13,Bourg-Ancien
PDL-000089,2024-09-07,32,Bourg-Ancien
PDL-000089,2024-09-08,29.61,Bourg-Ancien
PDL-000089,2024-09-09,50.31,Bourg-Ancien
PDL-000089,2024-09-10,67.17,Bourg-Ancien
PDL-000089,2024-09-11,63.47,Bourg-Ancien
PDL-000089,2024-09-12,68.79,Bourg-Ancien
PDL-000089,2024-09-13,64.94,Bourg-Ancien
PDL-000089,2024-09-14,32.95,Bourg-Ancien
PDL-000089,2024-09-15,29.82,Bourg-Ancien
PDL-000089,2024-09-16,56.38,Bourg-Ancien
PDL-000089,2024-09-17,59.61,Bourg-Ancien
PDL-000089,2024-09-18,53.75,Bourg-Ancien
PDL-000089,2024-09-19,57.58,Bourg-Ancien
PDL-000089,2024-09-20,55.43,Bourg-Ancien
PDL-000089,2024-09-21,43.96,Bourg-Ancien
PDL-000089,2024-09-22,29.6,Bourg-Ancien
PDL-000089,2024-09-23,54.37,Bourg-Ancien
PDL-000089,2024-09-24,59.65,Bourg-Ancien
PDL-000089,2024-09-25,64.53,Bourg-Ancien
PDL-000089,2024-09-26,76.46,Bourg-Ancien
PDL-000089,2024-09-27,63.17,Bourg-Ancien
PDL-000089,2024-09-28,38.92,Bourg-Ancien
PDL-000089,2024-09-29,33.02,Bourg-Ancien
PDL-000089,2024-09-30,59.49,Bourg-Ancien
PDL-000089,2024-10-01,82.95,Bourg-Ancien
PDL-000089,2024-10-02,69.28,Bourg-Ancien
PDL-000089,2024-10-03,69.86,Bourg-Ancien
PDL-000089,2024-10-04,68.69,Bourg-Ancien
PDL-000089,2024-10-05,29.61,Bourg-Ancien
PDL-000089,2024-10-06,45.41,Bourg-Ancien
PDL-000089,2024-10-07,56.29,Bourg-Ancien
PDL-000089,2024-10-08,64.49,Bourg-Ancien
PDL-000089,2024-10-09,54.8,Bourg-Ancien
PDL-000089,2024-10-10,56.76,Bourg-Ancien
PDL-000089,2024-10-11,60.89,Bourg-Ancien
PDL-000089,2024-10-12,49.82,Bourg-Ancien
PDL-000089,2024-10-13,44.09,Bourg-Ancien
PDL-000089,2024-10-14,68.87,Bourg-Ancien
PDL-000089,2024-10-15,75.22,Bourg-Ancien
PDL-000089,2024-10-16,71.98,Bourg-Ancien
PDL-000089,2024-10-17,86.25,Bourg-Ancien
PDL-000089,2024-10-18,63.22,Bourg-Ancien
PDL-000089,2024-10-19,48.63,Bourg-Ancien
PDL-000089,2024-10-20,33.82,Bourg-Ancien
PDL-000089,2024-10-21,70.83,Bourg-Ancien
PDL-000089,2024-10-22,92.78,Bourg-Ancien
PDL-000089,2024-10-23,81.3,Bourg-Ancien
PDL-000089,2024-10-24,95.84,Bourg-Ancien
PDL-000089,2024-10-25,67.1,Bourg-Ancien
PDL-000089,2024-10-26,51.29,Bourg-Ancien
PDL-000089,2024-10-27,47.58,Bourg-Ancien
PDL-000089,2024-10-28,83.04,Bourg-Ancien
PDL-000089,2024-10-29,72.57,Bourg-Ancien
PDL-000089,2024-10-30,85.18,Bourg-Ancien
PDL-000089,2024-10-31,76.36,Bourg-Ancien
PDL-000089,2024-11-01,73.61,Bourg-Ancien
PDL-000089,2024-11-02,40.28,Bourg-Ancien
PDL-000089,2024-11-03,44.3,Bourg-Ancien
PDL-000089,2024-11-04,89.07,Bourg-Ancien
PDL-000089,2024-11-05,83.91,Bourg-Ancien
PDL-000089,2024-11-06,81.9,Bourg-Ancien
PDL-000089,2024-11-07,86.56,Bourg-Ancien
PDL-000089,2024-11-08,91.8,Bourg-Ancien
PDL-000089,2024-11-09,35.61,Bourg-Ancien
PDL-000089,2024-11-10,44.39,Bourg-Ancien
PDL-000089,2024-11-11,81.06,Bourg-Ancien
PDL-000089,2024-11-12,86.71,Bourg-Ancien
PDL-000089,2024-11-13,77.94,Bourg-Ancien
PDL-000089,2024-11-14,71.72,Bourg-Ancien
PDL-000089,2024-11-15,87.02,Bourg-Ancien
PDL-000089,2024-11-16,48.59,Bourg-Ancien
PDL-000089,2024-11-17,47.73,Bourg-Ancien
PDL-000089,2024-11-18,83.15,Bourg-Ancien
PDL-000089,2024-11-19,98.43,Bourg-Ancien
PDL-000089,2024-11-20,94.99,Bourg-Ancien
PDL-000089,2024-11-21,90.45,Bourg-Ancien
PDL-000089,2024-11-22,96.54,Bourg-Ancien
PDL-000089,2024-11-23,48.74,Bourg-Ancien
PDL-000089,2024-11-24,39.58,Bourg-Ancien
PDL-000089,2024-11-25,99.94,Bourg-Ancien
PDL-000089,2024-11-26,100.04,Bourg-Ancien
PDL-000089,2024-11-27,88.75,Bourg-Ancien
PDL-000089,2024-11-28,72.79,Bourg-Ancien
PDL-000089,2024-11-29,109.47,Bourg-Ancien
PDL-000089,2024-11-30,42.35,Bourg-Ancien
PDL-000089,2024-12-01,55.29,Bourg-Ancien
PDL-000089,2024-12-02,82.72,Bourg-Ancien
PDL-000089,2024-12-03,85.76,Bourg-Ancien
PDL-000089,2024-12-04,104.31,Bourg-Ancien
PDL-000089,2024-12-05,101.83,Bourg-Ancien
PDL-000089,2024-12-06,102.71,Bourg-Ancien
PDL-000089,2024-12-07,,Bourg-Ancien
PDL-000089,2024-12-08,67.93,Bourg-Ancien
PDL-000089,2024-12-09,96.26,Bourg-Ancien
PDL-000089,2024-12-10,91.9,Bourg-Ancien
PDL-000089,2024-12-11,100.35,Bourg-Ancien
PDL-000089,2024-12-12,104.24,Bourg-Ancien
PDL-000089,2024-12-13,103.83,Bourg-Ancien
PDL-000089,2024-12-14,48.79,Bourg-Ancien
PDL-000089,2024-12-15,77.89,Bourg-Ancien
PDL-000089,2024-12-16,110.31,Bourg-Ancien
PDL-000089,2024-12-17,102.2,Bourg-Ancien
PDL-000089,2024-12-18,86.52,Bourg-Ancien
PDL-000089,2024-12-19,93.62,Bourg-Ancien
PDL-000089,2024-12-20,74.32,Bourg-Ancien
PDL-000089,2024-12-21,70.78,Bourg-Ancien
PDL-000089,2024-12-22,50.77,Bourg-Ancien
PDL-000089,2024-12-23,94.87,Bourg-Ancien
PDL-000089,2024-12-24,92.53,Bourg-Ancien
PDL-000089,2024-12-25,88.46,Bourg-Ancien
PDL-000089,2024-12-26,93.83,Bourg-Ancien
PDL-000089,2024-12-27,100.18,Bourg-Ancien
PDL-000089,2024-12-28,45.55,Bourg-Ancien
PDL-000089,2024-12-29,49.93,Bourg-Ancien
PDL-000089,2024-12-30,96.84,Bourg-Ancien
PDL-000089,2024-12-31,100.75,Bourg-Ancien
PDL-000089,2025-01-01,86,Bourg-Ancien
PDL-000089,2025-01-02,97.49,Bourg-Ancien
PDL-000089,2025-01-03,117.23,Bourg-Ancien
PDL-000089,2025-01-04,55.86,Bourg-Ancien
PDL-000089,2025-01-05,58.2,Bourg-Ancien
PDL-000089,2025-01-06,99.25,Bourg-Ancien
PDL-000089,2025-01-07,110.28,Bourg-Ancien
PDL-000089,2025-01-08,91.86,Bourg-Ancien
PDL-000089,2025-01-09,95.37,Bourg-Ancien
PDL-000089,2025-01-10,114.14,Bourg-Ancien
PDL-000089,2025-01-11,59.81,Bourg-Ancien
PDL-000089,2025-01-12,55.39,Bourg-Ancien
PDL-000089,2025-01-13,105.04,Bourg-Ancien
PDL-000089,2025-01-14,112.23,Bourg-Ancien
PDL-000089,2025-01-15,110.64,Bourg-Ancien
PDL-000089,2025-01-16,92.17,Bourg-Ancien
PDL-000089,2025-01-17,95.14,Bourg-Ancien
PDL-000089,2025-01-18,69.99,Bourg-Ancien
PDL-000089,2025-01-19,43.69,Bourg-Ancien
PDL-000089,2025-01-20,108.05,Bourg-Ancien
PDL-000089,2025-01-21,,Bourg-Ancien
PDL-000089,2025-01-22,923.23,Bourg-Ancien
PDL-000089,2025-01-23,109.55,Bourg-Ancien
PDL-000089,2025-01-24,99.75,Bourg-Ancien
PDL-000089,2025-01-25,56.52,Bourg-Ancien
PDL-000089,2025-01-26,67.12,Bourg-Ancien
PDL-000089,2025-01-27,87.66,Bourg-Ancien
PDL-000089,2025-01-28,102.13,Bourg-Ancien
PDL-000089,2025-01-29,76.77,Bourg-Ancien
PDL-000089,2025-01-30,100.33,Bourg-Ancien
PDL-000089,2025-01-31,91.88,Bourg-Ancien
PDL-000089,2025-02-01,46.6,Bourg-Ancien
PDL-000089,2025-02-02,56.34,Bourg-Ancien
PDL-000089,2025-02-03,90.08,Bourg-Ancien
PDL-000089,2025-02-04,86.99,Bourg-Ancien
PDL-000089,2025-02-05,113.97,Bourg-Ancien
PDL-000089,2025-02-06,95.66,Bourg-Ancien
PDL-000089,2025-02-07,102.91,Bourg-Ancien
PDL-000089,2025-02-08,49.39,Bourg-Ancien
PDL-000089,2025-02-09,68.61,Bourg-Ancien
PDL-000089,2025-02-10,119.18,Bourg-Ancien
PDL-000089,2025-02-11,108.38,Bourg-Ancien
PDL-000089,2025-02-12,72.26,Bourg-Ancien
PDL-000089,2025-02-13,116.62,Bourg-Ancien
PDL-000089,2025-02-14,101.22,Bourg-Ancien
PDL-000089,2025-02-15,43.25,Bourg-Ancien
PDL-000089,2025-02-16,53.43,Bourg-Ancien
PDL-000089,2025-02-17,105.87,Bourg-Ancien
PDL-000089,2025-02-18,105.36,Bourg-Ancien
PDL-000089,2025-02-19,119.82,Bourg-Ancien
PDL-000089,2025-02-20,103.71,Bourg-Ancien
PDL-000089,2025-02-21,107.87,Bourg-Ancien
PDL-000089,2025-02-22,47.07,Bourg-Ancien
PDL-000089,2025-02-23,58.13,Bourg-Ancien
PDL-000089,2025-02-24,95.78,Bourg-Ancien
PDL-000089,2025-02-25,116.65,Bourg-Ancien
PDL-000089,2025-02-26,121.21,Bourg-Ancien
PDL-000089,2025-02-27,99.38,Bourg-Ancien
PDL-000089,2025-02-28,86.17,Bourg-Ancien
PDL-000089,2025-03-01,58.63,Bourg-Ancien
PDL-000089,2025-03-02,53.58,Bourg-Ancien
PDL-000089,2025-03-03,80.37,Bourg-Ancien
PDL-000089,2025-03-04,91.62,Bourg-Ancien
PDL-000089,2025-03-05,88.75,Bourg-Ancien
PDL-000089,2025-03-06,98.12,Bourg-Ancien
PDL-000089,2025-03-07,89.02,Bourg-Ancien
PDL-000089,2025-03-08,66.88,Bourg-Ancien
PDL-000089,2025-03-09,57.21,Bourg-Ancien
PDL-000089,2025-03-10,99.32,Bourg-Ancien
PDL-000089,2025-03-11,99.55,Bourg-Ancien
PDL-000089,2025-03-12,94.74,Bourg-Ancien
PDL-000089,2025-03-13,80.16,Bourg-Ancien
PDL-000089,2025-03-14,117.28,Bourg-Ancien
PDL-000089,2025-03-15,46.1,Bourg-Ancien
PDL-000089,2025-03-16,45.28,Bourg-Ancien
PDL-000089,2025-03-17,111.29,Bourg-Ancien
PDL-000089,2025-03-18,81.48,Bourg-Ancien
PDL-000089,2025-03-19,81,Bourg-Ancien
PDL-000089,2025-03-20,85.38,Bourg-Ancien
PDL-000089,2025-03-21,108.28,Bourg-Ancien
PDL-000089,2025-03-22,61.98,Bourg-Ancien
PDL-000089,2025-03-23,36.07,Bourg-Ancien
PDL-000089,2025-03-24,91.49,Bourg-Ancien
PDL-000089,2025-03-25,83.8,Bourg-Ancien
PDL-000089,2025-03-26,77.42,Bourg-Ancien
PDL-000089,2025-03-27,88.02,Bourg-Ancien
PDL-000089,2025-03-28,83.31,Bourg-Ancien
PDL-000089,2025-03-29,39.2,Bourg-Ancien
PDL-000089,2025-03-30,64.42,Bourg-Ancien
PDL-000089,2025-03-31,100.19,Bourg-Ancien
PDL-000089,2025-04-01,97.7,Bourg-Ancien
PDL-000089,2025-04-02,70.19,Bourg-Ancien
PDL-000089,2025-04-03,85.69,Bourg-Ancien
PDL-000089,2025-04-04,80.04,Bourg-Ancien
PDL-000089,2025-04-05,50.79,Bourg-Ancien
PDL-000089,2025-04-06,34.76,Bourg-Ancien
PDL-000089,2025-04-07,84.02,Bourg-Ancien
PDL-000089,2025-04-08,80.97,Bourg-Ancien
PDL-000089,2025-04-09,90.98,Bourg-Ancien
PDL-000089,2025-04-10,88.46,Bourg-Ancien
PDL-000089,2025-04-11,84.83,Bourg-Ancien
PDL-000089,2025-04-12,43.76,Bourg-Ancien
PDL-000089,2025-04-13,46.83,Bourg-Ancien
PDL-000089,2025-04-14,82.82,Bourg-Ancien
PDL-000089,2025-04-15,60.04,Bourg-Ancien
PDL-000089,2025-04-16,77.23,Bourg-Ancien
PDL-000089,2025-04-17,99.81,Bourg-Ancien
PDL-000089,2025-04-18,81.47,Bourg-Ancien
PDL-000089,2025-04-19,36.51,Bourg-Ancien
PDL-000089,2025-04-20,52.86,Bourg-Ancien
PDL-000089,2025-04-21,59.61,Bourg-Ancien
PDL-000089,2025-04-22,78.77,Bourg-Ancien
PDL-000089,2025-04-23,72.52,Bourg-Ancien
PDL-000089,2025-04-24,71.54,Bourg-Ancien
PDL-000089,2025-04-25,76.66,Bourg-Ancien
PDL-000089,2025-04-26,30.19,Bourg-Ancien
PDL-000089,2025-04-27,47.37,Bourg-Ancien
PDL-000089,2025-04-28,,Bourg-Ancien
PDL-000089,2025-04-29,60.26,Bourg-Ancien
PDL-000089,2025-04-30,66.26,Bourg-Ancien
PDL-000089,2025-05-01,61.83,Bourg-Ancien
PDL-000089,2025-05-02,58.79,Bourg-Ancien
PDL-000089,2025-05-03,40.12,Bourg-Ancien
PDL-000089,2025-05-04,33.19,Bourg-Ancien
PDL-000089,2025-05-05,63.37,Bourg-Ancien
PDL-000089,2025-05-06,64.51,Bourg-Ancien
PDL-000089,2025-05-07,67.22,Bourg-Ancien
PDL-000089,2025-05-08,76.15,Bourg-Ancien
PDL-000089,2025-05-09,66.43,Bourg-Ancien
PDL-000089,2025-05-10,32.3,Bourg-Ancien
PDL-000089,2025-05-11,44.48,Bourg-Ancien
PDL-000089,2025-05-12,72.2,Bourg-Ancien
PDL-000089,2025-05-13,71.47,Bourg-Ancien
PDL-000089,2025-05-14,68.41,Bourg-Ancien
PDL-000089,2025-05-15,58.16,Bourg-Ancien
PDL-000089,2025-05-16,56.23,Bourg-Ancien
PDL-000089,2025-05-17,24.85,Bourg-Ancien
PDL-000089,2025-05-18,30.81,Bourg-Ancien
PDL-000089,2025-05-19,62.17,Bourg-Ancien
PDL-000089,2025-05-20,67.94,Bourg-Ancien
PDL-000089,2025-05-21,56.57,Bourg-Ancien
PDL-000089,2025-05-22,63.49,Bourg-Ancien
PDL-000089,2025-05-23,63.86,Bourg-Ancien
PDL-000089,2025-05-24,28.45,Bourg-Ancien
PDL-000089,2025-05-25,39.28,Bourg-Ancien
PDL-000089,2025-05-26,,Bourg-Ancien
PDL-000089,2025-05-27,54.2,Bourg-Ancien
PDL-000089,2025-05-28,64.67,Bourg-Ancien
PDL-000089,2025-05-29,61.45,Bourg-Ancien
PDL-000089,2025-05-30,74.15,Bourg-Ancien
PDL-000089,2025-05-31,33.5,Bourg-Ancien
PDL-000089,2025-06-01,31.6,Bourg-Ancien
PDL-000089,2025-06-02,63.44,Bourg-Ancien
PDL-000089,2025-06-03,61.51,Bourg-Ancien
PDL-000089,2025-06-04,55.85,Bourg-Ancien
PDL-000089,2025-06-05,61.04,Bourg-Ancien
PDL-000089,2025-06-06,58.43,Bourg-Ancien
PDL-000089,2025-06-07,26.38,Bourg-Ancien
PDL-000089,2025-06-08,35.14,Bourg-Ancien
PDL-000089,2025-06-09,70.5,Bourg-Ancien
PDL-000089,2025-06-10,66.52,Bourg-Ancien
PDL-000089,2025-06-11,56.58,Bourg-Ancien
PDL-000089,2025-06-12,65.98,Bourg-Ancien
PDL-000089,2025-06-13,64.74,Bourg-Ancien
PDL-000089,2025-06-14,32.24,Bourg-Ancien
PDL-000089,2025-06-15,37.11,Bourg-Ancien
PDL-000089,2025-06-16,61.53,Bourg-Ancien
PDL-000089,2025-06-17,56.57,Bourg-Ancien
PDL-000089,2025-06-18,54.68,Bourg-Ancien
PDL-000089,2025-06-19,59.03,Bourg-Ancien
PDL-000089,2025-06-20,61.82,Bourg-Ancien
PDL-000089,2025-06-21,26.92,Bourg-Ancien
PDL-000089,2025-06-22,32.97,Bourg-Ancien
PDL-000089,2025-06-23,52.1,Bourg-Ancien
PDL-000089,2025-06-24,60.02,Bourg-Ancien
PDL-000089,2025-06-25,59.23,Bourg-Ancien
PDL-000089,2025-06-26,65.8,Bourg-Ancien
PDL-000089,2025-06-27,,Bourg-Ancien
PDL-000089,2025-06-28,27.57,Bourg-Ancien
PDL-000089,2025-06-29,39.27,Bourg-Ancien
PDL-000089,2025-06-30,59.19,Bourg-Ancien
PDL-000089,2025-07-01,60.38,Bourg-Ancien
PDL-000089,2025-07-02,55.64,Bourg-Ancien
PDL-000089,2025-07-03,62.69,Bourg-Ancien
PDL-000089,2025-07-04,66,Bourg-Ancien
PDL-000089,2025-07-05,41.42,Bourg-Ancien
PDL-000089,2025-07-06,27.45,Bourg-Ancien
PDL-000089,2025-07-07,68.12,Bourg-Ancien
PDL-000089,2025-07-08,61.04,Bourg-Ancien
PDL-000089,2025-07-09,58.81,Bourg-Ancien
PDL-000089,2025-07-10,63.95,Bourg-Ancien
PDL-000089,2025-07-11,57.9,Bourg-Ancien
PDL-000089,2025-07-12,30.92,Bourg-Ancien
PDL-000089,2025-07-13,38.36,Bourg-Ancien
PDL-000089,2025-07-14,54.99,Bourg-Ancien
PDL-000089,2025-07-15,63.39,Bourg-Ancien
PDL-000089,2025-07-16,55.85,Bourg-Ancien
PDL-000089,2025-07-17,67.96,Bourg-Ancien
PDL-000089,2025-07-18,63.01,Bourg-Ancien
PDL-000089,2025-07-19,34.08,Bourg-Ancien
PDL-000089,2025-07-20,29.23,Bourg-Ancien
PDL-000089,2025-07-21,63.67,Bourg-Ancien
PDL-000089,2025-07-22,68.97,Bourg-Ancien
PDL-000089,2025-07-23,58.92,Bourg-Ancien
PDL-000089,2025-07-24,57.1,Bourg-Ancien
PDL-000089,2025-07-25,59.92,Bourg-Ancien
PDL-000089,2025-07-26,,Bourg-Ancien
PDL-000089,2025-07-27,38.57,Bourg-Ancien
PDL-000089,2025-07-28,54.13,Bourg-Ancien
PDL-000089,2025-07-29,60.12,Bourg-Ancien
PDL-000089,2025-07-30,64.8,Bourg-Ancien
PDL-000089,2025-07-31,56.73,Bourg-Ancien
PDL-000089,2025-08-01,61.34,Bourg-Ancien
PDL-000089,2025-08-02,29.82,Bourg-Ancien
PDL-000089,2025-08-03,28.81,Bourg-Ancien
PDL-000089,2025-08-04,61.44,Bourg-Ancien
PDL-000089,2025-08-05,69.78,Bourg-Ancien
PDL-000089,2025-08-06,59.03,Bourg-Ancien
PDL-000089,2025-08-07,69.88,Bourg-Ancien
PDL-000089,2025-08-08,56.32,Bourg-Ancien
PDL-000089,2025-08-09,26.47,Bourg-Ancien
PDL-000089,2025-08-10,41.47,Bourg-Ancien
PDL-000089,2025-08-11,64.63,Bourg-Ancien
PDL-000089,2025-08-12,60.98,Bourg-Ancien
PDL-000089,2025-08-13,65.15,Bourg-Ancien
PDL-000089,2025-08-14,53.51,Bourg-Ancien
PDL-000089,2025-08-15,61.36,Bourg-Ancien
PDL-000089,2025-08-16,30.64,Bourg-Ancien
PDL-000089,2025-08-17,,Bourg-Ancien
PDL-000089,2025-08-18,59.11,Bourg-Ancien
PDL-000089,2025-08-19,60.94,Bourg-Ancien
PDL-000089,2025-08-20,67.47,Bourg-Ancien
PDL-000089,2025-08-21,60.46,Bourg-Ancien
PDL-000089,2025-08-22,65.74,Bourg-Ancien
PDL-000089,2025-08-23,38.61,Bourg-Ancien
PDL-000089,2025-08-24,44.89,Bourg-Ancien
PDL-000089,2025-08-25,62.21,Bourg-Ancien
PDL-000089,2025-08-26,62.8,Bourg-Ancien
PDL-000089,2025-08-27,72.48,Bourg-Ancien
PDL-000089,2025-08-28,57.06,Bourg-Ancien
PDL-000089,2025-08-29,50.03,Bourg-Ancien
PDL-000089,2025-08-30,31.71,Bourg-Ancien
PDL-000089,2025-08-31,27.38,Bourg-Ancien
PDL-000089,2025-09-01,63.62,Bourg-Ancien
PDL-000089,2025-09-02,61.48,Bourg-Ancien
PDL-000089,2025-09-03,54.93,Bourg-Ancien
PDL-000089,2025-09-04,61.67,Bourg-Ancien
PDL-000089,2025-09-05,56.51,Bourg-Ancien
PDL-000089,2025-09-06,31.05,Bourg-Ancien
PDL-000089,2025-09-07,28.5,Bourg-Ancien
PDL-000089,2025-09-08,60.54,Bourg-Ancien
PDL-000089,2025-09-09,55.93,Bourg-Ancien
PDL-000089,2025-09-10,59.16,Bourg-Ancien
PDL-000089,2025-09-11,58.35,Bourg-Ancien
PDL-000089,2025-09-12,63.94,Bourg-Ancien
PDL-000089,2025-09-13,27.17,Bourg-Ancien
PDL-000089,2025-09-14,37.2,Bourg-Ancien
PDL-000089,2025-09-15,,Bourg-Ancien
PDL-000089,2025-09-16,64.69,Bourg-Ancien
PDL-000089,2025-09-17,63.4,Bourg-Ancien
PDL-000089,2025-09-18,57.61,Bourg-Ancien
PDL-000089,2025-09-19,58.66,Bourg-Ancien
PDL-000089,2025-09-20,34.52,Bourg-Ancien
PDL-000089,2025-09-21,33.05,Bourg-Ancien
PDL-000089,2025-09-22,63.77,Bourg-Ancien
PDL-000089,2025-09-23,68.51,Bourg-Ancien
PDL-000089,2025-09-24,64.09,Bourg-Ancien
PDL-000089,2025-09-25,59.05,Bourg-Ancien
PDL-000089,2025-09-26,69.38,Bourg-Ancien
PDL-000089,2025-09-26,69.38,Bourg-Ancien
PDL-000089,2025-09-27,31.53,Bourg-Ancien
PDL-000089,2025-09-28,37.8,Bourg-Ancien
PDL-000089,2025-09-29,59.51,Bourg-Ancien
PDL-000089,2025-09-30,67.96,Bourg-Ancien
PDL-000089,2025-10-01,67.35,Bourg-Ancien
PDL-000089,2025-10-02,72.98,Bourg-Ancien
PDL-000089,2025-10-03,71.8,Bourg-Ancien
PDL-000089,2025-10-04,34.5,Bourg-Ancien
PDL-000089,2025-10-05,49.48,Bourg-Ancien
PDL-000089,2025-10-06,64.29,Bourg-Ancien
PDL-000089,2025-10-07,70.31,Bourg-Ancien
PDL-000089,2025-10-08,60.61,Bourg-Ancien
PDL-000089,2025-10-09,80.92,Bourg-Ancien
PDL-000089,2025-10-10,68.67,Bourg-Ancien
PDL-000089,2025-10-11,44.7,Bourg-Ancien
PDL-000089,2025-10-12,34.61,Bourg-Ancien
PDL-000089,2025-10-13,75.19,Bourg-Ancien
PDL-000089,2025-10-14,67.91,Bourg-Ancien
PDL-000089,2025-10-15,81.72,Bourg-Ancien
PDL-000089,2025-10-16,73.16,Bourg-Ancien
PDL-000089,2025-10-17,78.25,Bourg-Ancien
PDL-000089,2025-10-18,50.59,Bourg-Ancien
PDL-000089,2025-10-19,47.65,Bourg-Ancien
PDL-000089,2025-10-20,75.37,Bourg-Ancien
PDL-000089,2025-10-21,101.99,Bourg-Ancien
PDL-000089,2025-10-22,78.7,Bourg-Ancien
PDL-000089,2025-10-23,65.75,Bourg-Ancien
PDL-000089,2025-10-24,67.05,Bourg-Ancien
PDL-000089,2025-10-25,32.42,Bourg-Ancien
PDL-000089,2025-10-26,44.48,Bourg-Ancien
PDL-000089,2025-10-26,44.48,Bourg-Ancien
PDL-000089,2025-10-27,74.61,Bourg-Ancien
PDL-000089,2025-10-28,85.78,Bourg-Ancien
PDL-000089,2025-10-29,62.49,Bourg-Ancien
PDL-000089,2025-10-30,77.74,Bourg-Ancien
PDL-000089,2025-10-31,77.18,Bourg-Ancien
PDL-000089,2025-11-01,50.62,Bourg-Ancien
PDL-000089,2025-11-01,50.62,Bourg-Ancien
PDL-000089,2025-11-02,51.35,Bourg-Ancien
PDL-000089,2025-11-03,84.27,Bourg-Ancien
PDL-000089,2025-11-04,89.94,Bourg-Ancien
PDL-000089,2025-11-05,81.09,Bourg-Ancien
PDL-000089,2025-11-06,77.16,Bourg-Ancien
PDL-000089,2025-11-07,75.93,Bourg-Ancien
PDL-000089,2025-11-08,51.62,Bourg-Ancien
PDL-000089,2025-11-09,47.91,Bourg-Ancien
PDL-000089,2025-11-10,81.14,Bourg-Ancien
PDL-000089,2025-11-11,85.73,Bourg-Ancien
PDL-000089,2025-11-12,98.74,Bourg-Ancien
PDL-000089,2025-11-13,81.18,Bourg-Ancien
